trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow
0,0,0.6578532475969413,0.5242956717951868,0.6302553302744329,0.6752662733279582,1,2,0.8185974089210504,2,1,1,2,0.5059295374521753,1,1,0
1,1,0.6361955793508394,0.5286960479141143,0.6052859796035266,0.6535641247496358,2,1,0.5714240081106254,2,2,2,1,0.8573171242533135,1,1,0
2,1,0.6044218458292203,0.5484821739830072,0.5909270908026942,0.681349180799416,1,2,0.6797046275787579,2,2,2,1,0.8966672663555073,2,1,0
3,0,0.5776732619149538,0.5644911443886484,0.6002630577152176,0.6524203887400302,1,2,0.9175475916454161,2,1,2,1,1.384647119215515,2,1,0
4,1,0.5914799465606324,0.6005899710504637,0.5860125848119395,0.6264441955709334,2,1,0.775002132060763,2,2,2,1,0.7656343277631095,2,1,0
5,1,0.5804913917737113,0.5530444683333342,0.6146610009577849,0.6202954228519642,2,1,0.656543374836474,2,2,1,2,0.92799363064114,2,1,0
6,1,0.5998395046115343,0.5536641984384826,0.6241570445568683,0.6130809145259737,1,2,0.7357746399102325,2,2,2,1,1.035406961276749,2,0,0
7,0,0.5763387879996231,0.5582284912103332,0.6311124662196924,0.6074023753853341,2,1,0.6397120046603959,2,1,2,1,1.2069481347425608,2,0,0
8,1,0.5893466000256133,0.5874818326185302,0.6889080355318389,0.5996494618701467,1,2,0.7347735511284554,2,2,1,2,0.8743241822012351,2,0,0
9,1,0.5837374609350778,0.5781959312605591,0.636059240895787,0.6066885940422695,2,1,0.8982891386694973,2,2,2,1,0.6425320494563493,2,0,0
10,0,0.5396414659366631,0.5929265670636243,0.6253233593331233,0.6349971866081588,2,1,1.2975083979035844,1,2,2,1,0.8153967575235583,2,1,0
11,0,0.5684927080628197,0.5790838275571102,0.6108269624715523,0.6330534510429688,2,1,0.8939111080180737,1,2,1,2,0.8927023882388312,2,1,0
12,1,0.5816591681246451,0.6269836334689867,0.6101676750674068,0.6039284548044361,2,1,0.7048942754408927,1,1,2,1,1.3061285498079087,2,0,0
13,1,0.5815875995796111,0.6426727254106943,0.6057009990767095,0.6235406753364824,2,1,0.7552392171237443,1,1,2,1,0.8100589232053608,1,1,0
14,1,0.5966986813378865,0.6268207399390673,0.6097765267508012,0.633173755494473,1,2,0.8581163077142264,2,2,2,1,1.1900854240338958,2,0,0
15,1,0.5589364638170671,0.6697792118518285,0.5639404068041665,0.679883276642898,1,2,0.9748287345610152,1,1,2,1,0.9855930004559923,1,0,0
16,1,0.5357881453825177,0.6928595685289202,0.5905197236407124,0.6516809397088985,1,2,0.9755064734781627,2,2,2,1,0.7198964436647657,2,0,0
