trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow
0,1,0.4063031201312525,0.4833093456169025,0.26671650383060297,0.37866696779747633,1,2,1.2636890178673639,2,2,1,2,0.7650050174934222,2,1,0
1,1,0.42354687833315957,0.4453639234986493,0.26085057768113074,0.3842760130059743,1,2,0.9928959525550454,1,1,2,1,0.9596472988405367,2,0,0
2,0,0.40299304832545935,0.44448138035264795,0.2661806909185471,0.38945744866008697,2,1,0.8119820153751789,1,2,2,1,1.3153761311959897,1,1,0
3,1,0.40295387137207994,0.457262800781554,0.2793686975695748,0.40765744980068985,2,1,0.7742911472132619,1,1,2,1,1.778147836752396,1,0,0
4,1,0.4225666838164768,0.4610071664154421,0.2644343180831046,0.4181653565352404,2,1,0.9389264070832724,1,1,2,1,1.7937701716791707,2,1,0
5,1,0.43960317556982886,0.4323301030576301,0.25888051962225367,0.40536219054596634,1,2,0.9095368537145987,2,2,2,1,1.2190987195599519,1,1,0
6,0,0.43827925056455697,0.42891684887312076,0.27547443910002856,0.40907144524472977,2,1,1.0044633090137722,2,1,1,2,1.7726445655880525,1,1,0
7,0,0.4072099392818196,0.45160405089734557,0.313139624612663,0.368893286814838,1,2,1.4570397090155893,2,1,1,2,1.053949656309669,2,0,0
8,1,0.4255272151355443,0.49227491600662626,0.2824243096679919,0.3549757708107959,1,2,0.6506396174054316,1,1,2,1,1.549309755633658,1,0,0
9,1,0.41717727106732005,0.5212102798735854,0.308243139227603,0.29762302791698536,1,2,1.2509491048367636,1,1,1,2,1.1742188229836756,2,0,0
10,1,0.4545367937452629,0.5447814160217662,0.28464783124270876,0.27606308505794086,2,1,1.4411793068329644,1,1,2,1,,,0,1
11,1,0.43891218693533274,0.4945543861728714,0.28930517182179893,0.26631591473220917,2,1,0.5854016556222632,1,1,1,2,0.37498756927288923,1,0,0
12,1,0.3986151337115602,0.44570908606988846,0.3171068766075257,0.2581322821282388,1,2,0.7268618215457536,1,1,2,1,0.7708608692764756,2,0,0
13,1,0.4712574575781454,0.4524747531217591,0.31175631102810275,0.26172093025046617,2,1,0.9003941670507629,2,2,1,2,0.7590952238888349,1,1,0
14,1,0.5177148403435076,0.49193427654902977,0.26411743059688453,0.2879125461969338,2,1,0.8489415047661169,2,2,1,2,0.5328156123905501,1,0,0
15,0,0.5021854468922218,0.5082620683766995,0.2546457038434533,0.2567705980450319,2,1,0.8687101275027089,2,1,2,1,1.1699092029557505,2,1,0
16,1,0.47639985375085936,0.4966496542501462,0.2576967909076336,0.2554360592944813,1,2,1.203689138406844,1,1,1,2,0.989730562110708,2,0,0
17,1,0.4869243477063838,0.4849087906891123,0.27886344749265213,0.2540691770688932,1,2,0.7270007443366922,1,1,2,1,0.851975506195231,2,1,0
18,0,0.43974206797969106,0.48912223818375483,0.2711269619828589,0.2786173880922691,2,1,0.9140755004682433,2,1,1,2,1.126577346241902,2,1,0
19,0,0.4575199098275403,0.5191844402271314,0.2824670357645394,0.2746845855302231,2,1,0.6721304608545324,2,1,2,1,0.7396216237375484,2,1,0
20,0,0.46169577670892825,0.5185946368692274,0.2934878906892171,0.3210837059798299,2,1,0.7758352695145732,2,1,1,2,0.8221321182863903,2,0,0
21,1,0.44502442708361745,0.5177074911664383,0.27514734334193935,0.39829989156863527,1,2,0.8430907759484398,1,1,2,1,0.8688882259157253,1,1,0
22,1,0.46823522456117767,0.525976549798469,0.29996290680633786,0.3886759982346524,1,2,0.8667992610880901,2,2,1,2,0.7939940754404233,1,0,0
23,1,0.483740699762938,0.495353596819482,0.2849743298043719,0.37636500626742353,1,2,1.0560087873946031,2,2,2,1,0.7354650899978878,2,0,0
24,1,0.5012606649046287,0.4965841227206567,0.2754044132331679,0.3865231826716644,1,2,0.532589900523817,2,2,2,1,0.7177345037816849,2,1,0
25,0,0.5096878241125448,0.5094209205633756,0.26017829004832427,0.3826559540686494,2,1,0.8108148831215658,2,1,2,1,1.1921709021535207,2,0,0
26,0,0.4840170247954112,0.5178736577076793,0.2800127959141303,0.3828793521953408,1,2,0.8427912330989784,2,1,1,2,1.0780263923170423,2,0,0
27,1,0.4936271464684677,0.4611932736170883,0.3068002578785351,0.37181234720448075,1,2,0.9474073270466761,1,1,1,2,1.2968291852375842,2,1,0
28,0,0.4999247921046527,0.47674911810749004,0.31940109488386664,0.3660183797686116,2,1,0.9156783862053999,2,1,1,2,0.896564900449448,2,1,0
29,1,0.523325080907347,0.47043564092074774,0.3410942280266923,0.36269393091133884,2,1,0.741153390648833,1,1,1,2,0.5507456929426553,2,0,0
30,1,0.5629682265801947,0.4357120874266531,0.3606806975949717,0.42275223490647046,1,2,1.0979568405145983,2,2,1,2,0.9678024584209197,2,1,0
31,1,0.5612918323415896,0.3972020167506023,0.3458594119590721,0.44564429128960853,2,1,0.7368772205809364,2,2,1,2,1.1453807418674842,2,1,0
32,1,0.5525370332124293,0.4094887335302627,0.34827877718978034,0.45156911763760965,2,1,1.0645665518513852,2,2,1,2,0.6396583885561995,2,0,0
33,1,0.5140014457138902,0.3877661422003167,0.29271239371168667,0.44143420876564976,2,1,0.7942571548246633,2,2,1,2,0.9748968626354326,1,0,0
34,1,0.4881128760799571,0.36617366097231674,0.2907026747415351,0.4659165601814632,1,2,0.88926437218106,1,1,2,1,0.8136653618166747,2,0,0
35,1,0.4940438085604773,0.3749984784576582,0.29997569113732286,0.47137693510864104,1,2,0.9227227661594952,1,1,2,1,0.4697277896812011,1,0,0
36,1,0.5328896009540504,0.3879219102331482,0.2789793338746491,0.47298546231595,2,1,0.6170296438922378,2,2,1,2,0.6140739937127364,2,0,0
37,0,0.5592644825774175,0.3916536111621758,0.292448562760563,0.4748989387020363,2,1,0.679707327952201,2,1,2,1,1.161371930362293,2,0,0
38,1,0.5620249774610254,0.3985828652949059,0.3050881270126062,0.4679189008353004,2,1,0.6799746262495319,2,2,1,2,0.7574594908983272,2,1,0
