trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow
0,1,0.6562522510072499,0.36449911874097707,0.3119279888377137,0.508181262957561,1,2,1.965078869525314,1,1,2,1,1.3576810696267785,2,0,0
1,0,0.6056019205545564,0.36177251289578116,0.34242733370022754,0.5237930106004807,2,1,0.551620483656734,2,1,1,2,1.6528815763776947,2,1,0
2,0,0.6230972499684027,0.40262346644622404,0.3531473979199396,0.505247817837676,2,1,1.197540555787782,1,2,2,1,1.8342899211420445,2,0,0
3,1,0.6178100584212602,0.4029105035721985,0.33755822022731397,0.4932454659360772,2,1,1.2326479210423713,2,2,2,1,,,0,1
4,1,0.5970309978036401,0.4251071479881223,0.30557688017585627,0.5007668176576551,2,1,1.0311250147660758,1,1,2,1,1.0113175296955887,2,1,0
5,1,0.6072656455168095,0.4309417442901786,0.29546305656729577,0.531285218724257,1,2,0.6925019708342006,1,1,1,2,1.0762706756759144,2,0,0
6,1,0.6624764827637991,0.4295573264527768,0.31625938267505316,0.5615532252542832,1,2,1.0104993623408518,2,2,2,1,1.3263767511489277,1,1,0
7,1,0.6971211743912046,0.4046979136105491,0.31761807655296226,0.5740006107462942,1,2,0.7032713434691686,2,2,1,2,1.041603885256336,1,0,0
8,1,0.695860883193862,0.40071834182227883,0.32011187771027333,0.5917615021392173,1,2,0.9891483586034155,1,1,1,2,1.0299003252166585,1,1,0
9,1,0.6876946623308331,0.40690013295271266,0.3228703742579784,0.6152470629270143,2,1,0.6813119125163212,1,1,2,1,0.7263355263639824,1,1,0
10,0,0.6716361292870059,0.3636524527896263,0.31184097595141846,0.5899284836127436,1,2,0.8466989433436538,1,2,2,1,1.3046837142810546,2,1,0
11,1,0.7048220435010206,0.33635084725640496,0.2947689677457479,0.5941434241160536,2,1,0.6353776166288299,1,1,2,1,0.802777067929128,1,1,0
12,1,0.6925932201717189,0.33389601717081696,0.3349726089991091,0.5701524649862906,2,1,0.6394714669022505,1,1,1,2,0.8401963963278831,1,1,0
13,0,0.6793133612287345,0.3455825574969128,0.3299243856721845,0.5280027251201034,1,2,0.6902207454695599,1,2,2,1,1.049448648622274,2,0,0
14,0,0.6563203645233333,0.32352011309796724,0.3076349047742841,0.4882050605350905,2,1,0.6743989257447538,1,2,2,1,1.1761687588459608,1,0,0
15,1,0.66066887814748,0.3497791149773373,0.3019283279105438,0.46313772948427157,1,2,0.8256257850189286,1,1,1,2,0.6836341215857829,1,0,0
16,1,0.643853773897257,0.3347610829051735,0.31325288958307174,0.45354243131327476,1,2,0.5558140810371697,1,1,1,2,0.7964339354730328,1,0,0
17,1,0.632577743585971,0.3523456377029808,0.35367434000436504,0.46518960329970765,2,1,0.6962552947334189,1,1,1,2,0.7159928664241306,1,0,0
18,0,0.6313682932621232,0.3677065364804948,0.30672731593584257,0.46862033231995764,2,1,0.821647653441687,2,1,2,1,0.9321819122033048,2,0,0
19,1,0.6799752995531946,0.3830745191048494,0.2738889233739543,0.4992527385447306,2,1,0.8909999180323211,2,2,1,2,1.1763007504850975,2,0,0
20,1,0.6518625935624227,0.38291715299652007,0.3161695799297714,0.4909669298960182,2,1,0.7924401336549636,2,2,2,1,0.906056608140716,1,1,0
21,1,0.6368901064698615,0.34835095936695826,0.27358854416017286,0.4849464796782894,1,2,0.6731838794203213,2,2,1,2,0.8899729145923629,1,1,0
22,1,0.595145907834407,0.3211338505366408,0.318412343712996,0.5036099199921914,1,2,0.5989747443945816,2,2,2,1,0.8418459904678457,1,0,0
23,1,0.6120599510539233,0.27813874799525484,0.34915090638156077,0.49936111680407347,1,2,0.6247507829102688,2,2,2,1,0.6218463641416747,1,0,0
24,1,0.5988692145479422,0.27905205758842966,0.3518695361667372,0.46622610576731915,2,1,0.9734392440677766,1,1,2,1,1.4019485943790642,1,1,0
25,1,0.6136821592640024,0.26718009584480407,0.32844531316470515,0.44015290689422226,1,2,0.8534082169917383,1,1,2,1,0.6965418793206481,1,1,0
26,1,0.6172460575630677,0.2524161744801021,0.3431200723473926,0.44528650676113435,1,2,0.8781464034400415,1,1,2,1,0.6470169889526005,1,0,0
27,1,0.6219648022161769,0.2688422994108628,0.36004281124729226,0.4418424772833247,2,1,0.716477739819311,1,1,2,1,0.6241399448881566,1,1,0
28,1,0.6201883846520748,0.27695945571695074,0.3572542486083523,0.44120689843307614,1,2,0.8592215747867158,1,1,1,2,0.7516104185397126,1,1,0
29,1,0.6174349011508318,0.2825461427261689,0.3508672808119613,0.470788973710033,1,2,0.7100408872738626,1,1,1,2,0.6597113903353602,1,1,0
30,0,0.6584620892727718,0.26537892073515024,0.31015112993165683,0.4417554758490527,2,1,0.9274425685689494,1,2,1,2,1.5452050270123436,2,0,0
31,1,0.7091163499914785,0.3248732959331304,0.3123329362970897,0.44442337786093794,1,2,0.7451256512176769,1,1,1,2,0.6695637525644997,1,1,0
32,0,0.7115481850466129,0.35559870227965046,0.3478714605176516,0.4593785846056704,2,1,0.6623789473942452,1,2,1,2,1.0791494796285406,1,1,0
33,1,0.685974998968844,0.4041113522866335,0.3373926323023937,0.4755088763491587,2,1,0.6277847825094796,1,1,2,1,0.8585112910095631,1,0,0
34,1,0.6695773043472384,0.4061775222797102,0.3576935724353831,0.448845275237161,2,1,0.6092354369229724,1,1,2,1,0.5790214055487013,1,1,0
35,0,0.677179095419354,0.38978994944605705,0.3466289180594453,0.4247000989023366,1,2,0.7749084496354044,1,2,2,1,1.39715500760758,1,0,0
36,0,0.6716218613558156,0.37232469712145866,0.32892336576039494,0.4013379008836928,1,2,0.6046976969573734,1,2,1,2,1.2539856653475,2,0,0
37,1,0.6492249333312254,0.37688388757896524,0.32300382562545127,0.42714807376364083,1,2,0.5763897092328989,1,1,2,1,0.6832007791726937,1,1,0
38,0,0.6293214489977226,0.3503302523209937,0.3031705652802541,0.4436007992072506,1,2,0.6199981798417866,1,2,2,1,0.9050163452666311,1,1,0
39,1,0.6093093479094227,0.3147821945600704,0.35344054359990884,0.44842691445078037,2,1,0.7075312380220566,1,1,1,2,0.6499361739060987,1,0,0
40,0,0.6403267297668082,0.2914821720745693,0.30569822772773936,0.4364285679355313,2,1,0.585661067167166,1,2,1,2,1.0188898719607096,1,0,0
41,0,0.6783544161194104,0.31511820138991786,0.3284464357250739,0.4280783681625362,1,2,0.6308392739611008,1,2,1,2,0.7312354899604543,1,0,0
42,1,0.7063178565689775,0.30123400390104127,0.32367267900766317,0.437601166996577,1,2,0.6144578458479373,1,1,1,2,0.65338844838152,1,0,0
43,1,0.6744822735084819,0.31913485032327704,0.3208699542228286,0.39597737701118674,1,2,0.5344263125043653,1,1,1,2,0.6602321244736231,1,0,0
44,1,0.6790649562250642,0.34435124316041876,0.30213273808766594,0.4060857325115469,2,1,0.9688882446680509,1,1,2,1,1.0263275104334753,2,1,0
45,0,0.6161242968043887,0.32629657742613194,0.32433639095033645,0.3910407419646744,2,1,0.5992935735139326,1,2,2,1,1.2033668716649117,1,1,0
46,1,0.6131228679501661,0.33389734088314155,0.34508363005868276,0.41127477110561234,1,2,0.6609632014551607,1,1,1,2,1.1561174809976364,2,0,0
47,0,0.6491435168251507,0.33780057977297506,0.3941470385088534,0.4395083051067182,2,1,1.0761781609890022,2,1,2,1,1.9008772923752986,2,0,0
48,1,0.6589816137470628,0.2892503986086261,0.3888118212566092,0.43346440879728343,1,2,1.8519213522686186,2,2,1,2,0.8624598902115395,1,0,0
49,1,0.6396687012623179,0.295103236333517,0.4064274040505151,0.42145509227716005,2,1,0.8841993350997654,2,2,2,1,1.0141435972600448,1,1,0
50,1,0.6570605151347809,0.2603659085823864,0.4187503503607581,0.47647082293444376,2,1,1.129496756260778,1,1,2,1,1.0350648747953528,2,0,0
51,0,0.6316725212709122,0.2795407730526911,0.47019540279136757,0.4879878774325991,1,2,0.6381666180477623,1,2,2,1,0.9447627043464308,1,1,0
52,0,0.6311027799594262,0.287846578806559,0.4388939733536872,0.5040874995513656,1,2,0.6861395519281359,2,1,1,2,1.1552089084107138,1,1,0
