trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow
0,1,0.7471156313163451,0.3205630527373941,0.6349360948843925,0.5293202738867793,2,1,0.7347236067626,1,1,2,1,1.1334419001032074,2,0,0
1,1,0.7247326049246245,0.3438880271144872,0.6180988651192341,0.5081246408726052,2,1,0.8363563874991087,1,1,2,1,0.891359599901989,1,1,0
2,1,0.7032068900253334,0.3460982111833628,0.6462968417368186,0.5050568081534483,2,1,0.730008666858339,2,2,2,1,1.4179324418964825,1,1,0
3,1,0.7078541248720207,0.32032643386427395,0.6523428773106076,0.5365714491995033,1,2,0.6639642501113485,1,1,1,2,1.0767770375259715,1,0,0
4,0,0.6895982665901461,0.3646090932574125,0.6265747564769821,0.5331945225261756,2,1,0.6406912030779495,2,1,1,2,0.9426233460335425,2,0,0
5,1,0.6887840887240495,0.37493314939135014,0.6548817341444352,0.550425729661409,2,1,1.063802665631556,2,2,2,1,0.9641343929642971,1,0,0
6,1,0.728148210484185,0.3786930805162926,0.6977291589564276,0.5282639565206975,1,2,0.7098431527601861,2,2,2,1,1.0435588002364966,2,0,0
7,1,0.7281196139940871,0.370245486660443,0.6895577498316405,0.48836295679984554,1,2,0.6942765583771688,1,1,2,1,1.289671671907854,1,1,0
8,0,0.7380302251732099,0.42961765287923637,0.6752852166777288,0.5278111723013087,2,1,1.0301779056580926,1,2,1,2,1.625393715262362,1,0,0
9,1,0.7208491874828731,0.45533344939823334,0.6929866580420894,0.5538258840670175,1,2,0.5296246249690739,1,1,1,2,1.0684886758272114,1,1,0
10,1,0.7139161399074221,0.4566581463631047,0.6791957787183727,0.610971713519748,1,2,1.123356581569169,2,2,1,2,1.4378849007407553,2,1,0
11,0,0.7196346581255263,0.4765281244780762,0.6761720289319415,0.6027518456931957,2,1,0.7564181765364992,2,1,2,1,0.8988059865214382,1,0,0
12,1,0.7455471504966407,0.46500730080504526,0.6695921015002828,0.6351660532336166,1,2,1.563197251195561,2,2,2,1,0.6440750750061852,2,0,0
13,1,0.6988542490351786,0.45537388202017404,0.6789981206651013,0.639011183083622,2,1,0.7480282595042809,1,1,2,1,1.340003338970746,1,1,0
14,0,0.6875074077926551,0.4994350909555604,0.610636389973088,0.6234233334627071,1,2,0.9539152745255706,2,1,2,1,0.8960456100967349,1,1,0
15,1,0.6688775838414278,0.5282447995380756,0.6283524903147276,0.623752072963757,1,2,1.1382400129205053,2,2,2,1,0.6693237801009673,1,1,0
16,0,0.7004395469468844,0.5141739080449059,0.6492970912907166,0.6451583807878999,2,1,1.2139017498848261,2,1,1,2,1.4305256046009163,1,1,0
17,1,0.6961842915581733,0.532383313763507,0.6634661728612696,0.6066432849907704,1,2,0.6467625244549708,2,2,1,2,1.009972613210266,2,0,0
