participant,condition,run,trial,onset_first_choice,onset_second_choice,onset_feedback,duration_first_choice,duration_second_choice,duration_trial,mfrpe,mbrpe,rpediff,rpe2,chosen_action1_value,chosen_action1_value_deriv,chosen_action2_value
64,abstract,2,63,212.7480000000005,217.51000000000028,221.55000000000013,0.7590000000000146,1.0399999999999636,10.302999999999884,-0.06819568896554382,-0.22757398200928172,-0.1593782930437379,0.9127292870656,0.7800154253683859,-0.15602886656807308,0.0872707129344
64,abstract,2,64,228.90900000000056,233.79,238.4409999999998,0.8789999999999054,1.6500000000005457,11.032999999999449,-0.25969773460374335,-0.06429939432743237,0.19539834027631098,-0.25054530061624936,0.9408363198099267,-0.1341492074628104,0.25054530061624936
64,abstract,2,65,245.0659999999998,249.8530000000001,253.8680000000004,0.785000000000764,1.0140000000001237,10.303000000000791,-0.10458424261475208,-0.13131210996027753,-0.026727867345525458,-0.11337990081085436,0.8220241179711927,-0.19651655360779405,0.11337990081085436
64,abstract,2,66,260.8600000000006,265.4409999999998,269.4750000000004,0.5789999999997235,1.0330000000003563,10.115999999999984,-0.026726696851180606,-0.17666407028461928,-0.14993737343343866,0.9319720595134874,0.7328137327583865,-0.16095813783739077,0.06802794048651262
64,abstract,2,67,276.2250000000004,281.07200000000006,285.0070000000005,0.8449999999993452,0.9350000000004002,10.282999999999449,-0.04622886349540717,-0.00721795522473484,0.03901090827067233,-0.4408167642919076,0.9351321861947749,-0.12071006822637156,0.4408167642919076
64,abstract,2,68,291.7759999999998,296.46299999999974,300.3900000000003,0.6850000000004002,0.9260000000003856,10.115000000000691,0.00420482828734603,-0.06011596693976384,-0.06432079522710987,-0.2644900585751445,0.8467246902916977,-0.17249246537903978,0.2644900585751445
64,abstract,2,69,309.28600000000006,314.0550000000003,318.8850000000002,0.7680000000000291,1.8289999999997235,11.100000000000362,0.012105540887784733,-0.0918547739687812,-0.10396031485656593,-0.1586940351450867,0.7735038518250223,-0.17995460422020126,0.1586940351450867
64,abstract,2,70,325.78600000000006,330.6410000000005,335.03099999999995,0.8519999999998618,1.3889999999992142,10.746000000000096,0.42612919846539815,0.08185064312099843,-0.3442785553443997,-0.45236242776064006,0.27527640782274515,0.15583535398307544,0.45236242776064006
64,abstract,2,71,341.4920000000002,346.1900000000005,350.11400000000054,0.6959999999999127,0.9229999999997744,10.122999999999593,0.1463856190778057,-0.09909432798325757,-0.24547994706106327,-0.27141745665638406,0.7084986405356326,0.07501401611839739,0.27141745665638406
64,abstract,2,72,358.90499999999975,363.567,367.5380000000005,0.6600000000007641,0.9700000000002548,10.134000000000016,0.357069942493447,0.09436483040138233,-0.26270511209206465,-0.46487661504102396,0.6932252094929489,0.09273781100057592,0.46487661504102396
64,abstract,2,73,376.48700000000014,381.3910000000005,385.5060000000003,0.9030000000002474,1.1149999999997815,10.52099999999973,0.12618092396471609,0.03857963659645944,-0.08760128736825665,0.7210740309753856,0.7321052902088598,-0.013462395356730264,0.27892596902461436
64,abstract,2,74,393.089,397.6670000000004,401.9459999999999,0.5760000000000218,1.2789999999995416,10.358000000000176,0.008290241919423957,0.12510852031350572,0.11681827839408176,-0.5673555814147686,0.9384318234656224,-0.07507342121005925,0.5673555814147686
64,abstract,2,75,408.692,413.54,417.8630000000003,0.8460000000004584,1.3209999999999131,10.67200000000048,0.0257486514138327,0.05702585054373349,0.03127719912990079,0.6595866511511388,0.8442570882471948,-0.08540408477388581,0.34041334884886115
64,abstract,2,76,427.9409999999999,432.7650000000003,436.759,0.8220000000001164,0.9929999999994834,10.319000000000417,-0.01931845727304682,0.13617624868187012,0.15549470595491693,0.39575199069068334,0.9524341018973946,-0.06839772943615223,0.6042480093093167
64,abstract,2,77,446.73700000000014,451.38000000000017,455.4279999999998,0.6410000000005311,1.0470000000004802,10.192000000000007,-0.022021368800231977,0.18366648756475212,0.2056878563649841,-0.76254880558559,0.9753483415411164,-0.04623584165582084,0.76254880558559
64,abstract,2,78,462.6329999999999,467.3140000000003,471.8320000000003,0.6790000000000873,1.5169999999998254,10.700000000000726,-0.2825440125926648,-0.21504147208712304,0.06750254050554177,0.8496728196302503,0.8993717895238589,-0.08610177384563135,0.15032718036974962
64,abstract,2,79,479.1010000000005,483.7260000000005,487.4880000000003,0.6229999999995925,0.7609999999995125,9.88799999999992,-0.11959978938263971,0.0228669174093471,0.1424667067919868,0.5098036917781502,0.9497245990816752,-0.10861804002278087,0.4901963082218498
64,abstract,2,80,495.74600000000015,500.3739999999999,504.4080000000004,0.625,1.0330000000003563,10.163000000000467,-0.29337038975945195,-0.07097655047452678,0.22239383928492518,0.542470716648646,0.9716818145558912,-0.08851245658970937,0.457529283351354
64,abstract,2,81,513.3140000000003,518.1519999999998,522.1590000000006,0.8360000000002401,1.0060000000003129,10.345999999999547,-0.09065220138813257,0.01372015044560837,0.10437235183374094,-0.6941177849331099,0.9753686539354369,-0.07190237778140944,0.6941177849331099
64,abstract,2,82,532.4019999999998,537.357,541.8379999999997,0.9530000000004292,1.4800000000004732,10.936999999999898,0.25931006781676413,0.07741406971528397,-0.18189599810148016,0.32548242998918764,0.8924050545162326,-0.09216133032508175,0.6745175700108124
64,abstract,2,83,548.0349999999999,553.0990000000002,556.9080000000004,1.061999999999898,0.806999999999789,10.374000000000708,0.0644482407154725,0.1164719613139864,0.0520237205985139,-0.8047105420064874,0.970417062688612,-0.06070337519179966,0.8047105420064874
64,abstract,2,84,564.5680000000002,569.3249999999998,573.4449999999998,0.7550000000001091,1.1190000000005966,10.377999999999703,-0.014028049807118803,-0.046448957970818494,-0.03242090816369969,0.583529329040134,0.8984599005331103,-0.12305561071275306,0.41647067095986595
64,abstract,2,85,580.7300000000006,585.4400000000005,588.9930000000004,0.7089999999998327,0.5529999999998836,9.764000000000122,-0.02813311743278113,0.11693925416041906,0.1450723715932002,-0.6498824025759196,0.9618460187231631,-0.10241687750361611,0.6498824025759196
64,abstract,2,86,596.107,601.2730000000001,605.2750000000005,1.16399999999976,1.0020000000004077,10.668999999999867,0.11110212693411903,0.027869065097502255,-0.08323306183661677,0.5171736747961075,0.8734277447153818,-0.1166686133568382,0.4828263252038924
