participant,condition,run,trial,onset_first_choice,onset_second_choice,onset_feedback,duration_first_choice,duration_second_choice,duration_trial,mfrpe,mbrpe,rpediff,rpe2,chosen_action1_value,chosen_action1_value_deriv,chosen_action2_value
49,abstract,1,37,614.2739999999994,618.8639999999996,622.9889999999996,0.5870000000013533,1.1229999999995923,10.21600000000035,0.606003220865815,0.41817229021474844,-0.1878309306510666,0.048430697203054485,0.06261634611150817,-0.03423604149552727,0.9515693027969455
49,abstract,1,38,630.4359999999998,635.4359999999998,639.5930000000008,0.9979999999995924,1.1560000000008586,10.657999999999449,-0.47773149385612,-0.36603557872061454,0.11169591513550547,-0.17560735408123285,0.9174616635621943,-0.20467038989903774,0.17560735408123285
49,abstract,1,39,646.1710000000003,651.0609999999998,655.0879999999997,0.8889999999992142,1.02599999999984,10.417999999999664,-0.014797569647616637,-0.18746261602597103,-0.1726650463783544,-0.35418031677587636,0.6702307895990356,-0.17948087630109383,0.35418031677587636
49,abstract,1,40,664.0619999999999,668.6139999999996,672.414999999999,0.5509999999994761,0.8000000000010914,9.85399999999936,0.48225800766856497,0.24776615911269262,-0.23449184855587235,0.020944296470886692,0.5075963234860795,0.14594936959691904,0.9790557035291133
49,abstract,1,41,678.5120000000006,683.2430000000004,687.5399999999989,0.7289999999993597,1.2950000000000728,10.528999999998632,-0.5832112745901192,-0.586441759112029,-0.003230484521909771,0.8468314935131953,0.9914051500657988,-0.008328818869519,0.15316850648680463
49,abstract,1,42,695.9269999999997,700.7219999999996,704.7099999999991,0.7929999999996653,0.9870000000009896,10.28399999999965,0.2794408817085202,0.10714873399720204,-0.17229214771131818,0.009057551924582463,0.9886796159137724,-0.023394871929900463,0.9909424480754175
49,abstract,1,43,711.5660000000007,716.6170000000003,721.6170000000003,1.0489999999990691,1.9989999999997965,11.55199999999968,0.14669218844248622,0.1086908933066646,-0.03800129513582162,-0.996082979106959,0.9950087697134238,-0.014866369650521126,0.996082979106959
49,abstract,1,44,728.1919999999991,732.8870000000006,736.9179999999997,0.6930000000011205,1.0299999999988358,10.227000000000771,-0.17832161956073483,-0.49693254919245955,-0.3186109296317247,0.9240569989953944,0.022773017671088445,0.06581499751703844,0.0759430010046056
49,abstract,1,45,744.6910000000007,749.5840000000007,753.4130000000005,0.8909999999996217,0.8279999999995198,10.222999999999956,0.151738837495127,0.027507577433466435,-0.12423126006166058,-0.6003831276305316,0.6648830773067312,0.37097343787437276,0.6003831276305316
49,abstract,1,46,760.3979999999992,765.4210000000003,769.1599999999999,1.0210000000006405,0.7379999999993743,10.26300000000083,0.2940779703443249,0.06090445122101229,-0.23317351912331263,-0.6337800014180774,0.5085436467136986,0.5971539238154787,0.6337800014180774
49,abstract,1,47,776.0020000000003,781.3850000000003,784.9169999999997,1.3799999999991996,0.5299999999988358,10.415999999999258,-0.18707707401472606,0.04700436757199361,0.23408144158671967,0.5692348359852968,0.5897709487217222,-0.42745253783513604,0.4307651640147032
49,abstract,1,48,792.7350000000006,797.2340000000003,801.0100000000003,0.4969999999993888,0.7749999999996362,9.77599999999984,0.05359349072850772,0.14392358027918684,0.09033008955067912,-0.7538292063720136,0.9855887240551923,-0.020671517867602268,0.7538292063720136
49,abstract,1,49,808.7369999999993,813.5589999999993,817.3850000000003,0.820000000001528,0.8260000000009313,10.149000000001251,-0.356641911738492,-0.1698356492121552,0.18680626252633684,0.8594102493518028,0.9476939433591627,-0.06163801042432934,0.14058975064819726
49,abstract,2,50,0.022000000000844,4.824000000000523,8.77100000000064,0.7999999999992724,0.9459999999999128,10.25,-0.31165918805708986,-0.24797938551434412,0.06367980254274574,-0.27408393877472453,0.9708943740412315,-0.029045720408153237,0.27408393877472453
49,abstract,2,51,15.369000000000597,19.91100000000005,23.567999999999294,0.5389999999988504,0.6559999999990396,9.699999999998909,-0.025789764550415317,-0.19173017778623797,-0.16594041323582265,0.673999688245807,0.892185168056049,0.05445567661498147,0.32600031175419303
49,abstract,2,52,32.950999999999105,37.64099999999962,41.584999999999134,0.6880000000001019,0.9430000000011204,10.135000000000217,-0.284356413076883,-0.31421707433103285,-0.02986066125414988,0.7403588437207343,0.9638532589383986,-0.017372069273813344,0.25964115627926565
49,abstract,2,53,49.57599999999911,54.15699999999924,58.125,0.5790000000015425,0.967000000000553,10.050000000001091,-0.17092347400713107,-0.5699042581556095,-0.3989807841484785,0.8814699022907285,0.024320194989345432,0.05212534523582383,0.1185300977092715
49,abstract,2,54,65.28399999999965,69.97299999999996,73.76599999999962,0.6869999999998981,0.7919999999994616,9.983000000000176,0.07720953057149516,0.00860928650271564,-0.06860024406877951,-0.7085226910378841,0.3325779145814371,-0.2145293791348455,0.7085226910378841
49,abstract,2,55,80.64799999999924,85.76699999999983,89.67000000000006,1.1180000000003931,0.9020000000000435,10.523000000001046,0.20534686254866136,0.015445459670084816,-0.18990140287857654,0.32017493063783453,0.18211076551406852,-0.0003918975011966921,0.6798250693621655
49,abstract,2,56,96.54399999999988,101.34499999999936,105.35699999999996,0.7990000000008877,1.011000000000422,10.314000000000306,-0.042674886606411055,-0.16323806024837262,-0.12056317364196156,-0.6283402037952162,0.9527558686688337,-0.037185858437223905,0.6283402037952162
49,abstract,2,57,112.1769999999997,117.07200000000012,120.85100000000055,0.8909999999996217,0.7770000000000437,10.175000000001091,-0.1470814496015262,-0.16653910095322694,-0.019457651351700744,-0.30640709621070644,0.13855614002216624,-0.17140378518652782,0.30640709621070644
49,abstract,2,58,128.70999999999913,133.47899999999936,137.40099999999984,0.7670000000016444,0.9210000000002764,10.192000000000917,0.5722274013512646,0.4128641888102927,-0.1593632125409719,-0.8615374327214629,0.6142304846198106,-0.10346136531739095,0.8615374327214629
49,abstract,2,59,144.7119999999995,149.41899999999987,153.50300000000058,0.7049999999999272,1.0830000000005384,10.29200000000128,-0.1878322162704163,-0.24294819996464156,-0.05511598369422527,-0.271731448706759,0.34960288509418,-0.024682146580814152,0.271731448706759
49,abstract,2,60,161.60800000000015,166.48199999999997,170.58799999999974,0.8719999999993888,1.1049999999995634,10.480999999999767,-0.1719019786874505,-0.14588752920539017,0.02601444948206033,0.867491458218863,0.15926369100872456,-0.1893838951898292,0.13250854178113702
