participant,condition,trial,common,reward.1.1,reward.1.2,reward.2.1,reward.2.2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward
1,story,31,0,0.7287846167169891,0.4406529061904427,0.6028887238863918,0.5904557907290497,1,2,0.7982950170726326,2,1,1,2,1.8427246819319407,1,1
1,story,32,1,0.6928057111125934,0.42553726019326543,0.6517392970958189,0.595000047967849,1,2,0.8456143353814696,1,1,1,2,0.8374751498549813,1,1
1,story,33,0,0.6555688797628769,0.42836857584683496,0.6298662702551889,0.6266498597473341,2,1,0.8967406191732152,1,2,2,1,1.228126522763887,2,1
1,story,34,1,0.6699715384052072,0.4126868191476376,0.6651374551352005,0.6479973827703102,2,1,0.748880104845739,2,2,1,2,0.8037437420725837,2,0
1,story,35,0,0.6675860374688596,0.4118565404173462,0.6629582030098837,0.6522998704874579,1,2,1.1049906415491932,1,2,1,2,1.14156680150154,1,1
1,story,36,1,0.6671108418264962,0.40257465706785545,0.6834314743927051,0.6224790509579656,2,1,0.7242928877276427,2,2,1,2,0.5669452454512793,1,1
1,story,37,1,0.7039270509302679,0.3855778047714007,0.6867258108410985,0.6572161014631329,2,1,0.6075167151784626,2,2,1,2,0.6031245263138771,1,1
1,story,38,0,0.6786729738784592,0.36425577820646493,0.6941330933786375,0.6186203036252436,1,2,0.9691859699469204,2,1,1,2,0.7139945232493119,1,1
1,story,39,1,0.7184509121286629,0.3836212617973775,0.6887952601299141,0.6278077341906165,1,2,0.7339321978633961,1,1,1,2,0.542342358087808,1,1
1,story,40,1,0.7155479211600568,0.3879145029168182,0.727833929716728,0.651266594827543,2,1,0.7372952735222498,1,1,2,1,1.2088825578421163,1,1
1,story,41,1,0.7078808287564455,0.38008472549403627,0.7366376861518873,0.6555165678466418,1,2,0.6271620794532282,1,1,1,2,1.0470851686850438,1,0
1,story,42,1,0.6982541856547644,0.3721169295457376,0.7457424743014999,0.6843318173838744,1,2,0.7695377066784204,2,2,1,2,0.5772514450527524,1,1
1,story,43,1,0.7226701125808257,0.3754422931305598,0.7310033824267483,0.6994583902032624,2,1,1.2458073807456458,2,2,2,1,0.7622688224500962,1,1
1,story,44,1,0.7499797184212593,0.4012284067132921,0.7215541249621955,0.6817650743675023,2,1,0.6073434384315988,2,2,1,2,0.7325824473373359,1,1
1,story,45,1,0.7275802535285896,0.4060503823115569,0.7496049586251855,0.6825540705821161,2,1,0.5888007169742195,2,2,2,1,0.7630547455073611,1,0
1,story,46,1,0.7489951062479151,0.4410965587526328,0.7157244277191851,0.6300369142336488,2,1,0.5959379108726353,2,2,1,2,0.8669807144488004,2,1
1,story,47,0,0.7225865879426712,0.4661796033727804,0.6924858912690126,0.6262260200771443,2,1,0.6815342134186722,2,1,1,2,1.2198116496820148,2,1
1,story,48,1,0.6623779428809713,0.44888569372209375,0.6566895820838201,0.6024925969717221,1,2,0.7465099802884652,1,1,2,1,0.6302358582815941,2,1
1,story,49,1,0.6315218697918119,0.4270618187974795,0.6609291247642202,0.6550037937989585,1,2,0.6008053300529355,1,1,2,1,0.673966389132147,2,1
1,story,50,1,0.5692123633767596,0.4381933914598126,0.6401282679389619,0.6100756807022985,1,2,1.2821939910036235,1,1,1,2,0.8753661036325866,2,1
1,story,51,0,0.5894691939934805,0.40565854956779024,0.6071755954934477,0.6067372731018335,1,2,0.7270623021822757,1,2,1,2,1.15570528005901,1,1
1,story,52,1,0.5801499156866801,0.4046938304210974,0.5646995471161389,0.5905484154080183,1,2,0.6497350673871551,2,2,2,1,0.6905548502272723,1,0
1,story,53,1,0.5422528976421477,0.4195696912812865,0.5918637363178391,0.5665756708381311,2,1,0.9694198182187392,1,1,2,1,0.6669307504753306,2,1
1,story,54,0,0.5514094377549589,0.4359267973705835,0.6061981458579554,0.5524762247560262,1,2,0.7724939586678374,1,2,1,2,1.0441454909923775,1,1
1,story,55,1,0.5411417844351434,0.41176185648555697,0.5907677769989199,0.5442157237998675,1,2,0.7498712478427478,2,2,1,2,0.5629008154855911,1,0
1,story,56,1,0.5280243498386228,0.4320147699261054,0.5969660437148182,0.5323570059277438,2,1,0.8075067103300171,1,1,2,1,0.7837693026531269,2,1
1,story,57,1,0.5421446034890415,0.4400244580520496,0.5626662224392174,0.4974764621700789,1,2,0.6328693634959563,1,1,2,1,0.6620862339614177,2,1
1,story,58,0,0.5864802334156358,0.4804906610738915,0.5907855743105374,0.4986712483258986,2,1,0.7818243841675212,1,2,2,1,1.1361213913605752,2,0
1,story,59,1,0.6093255362070077,0.4402120745508475,0.5590705235579301,0.5053865217159895,1,2,0.6441645966369833,1,1,2,1,0.5121771364492815,2,0
1,story,60,0,0.5671731242965499,0.4618172458417771,0.5627650538470521,0.5131526974130438,2,1,0.7003472466030871,1,2,1,2,1.0070718007609685,2,1
1,story,61,1,0.5639469676479489,0.4461157781169478,0.5717956141575378,0.5178489452145034,1,2,0.7716245614210493,2,2,1,2,0.6148998113840207,2,1
1,story,62,0,0.521544872840181,0.4266919582484796,0.5813179815542806,0.4807176867240735,1,2,0.7823635008653582,2,1,2,1,1.1998444426826609,1,1
1,story,63,0,0.4758289289628386,0.4377332747971037,0.5788375208722218,0.4470601489421005,2,1,0.7441727029754475,1,2,1,2,0.8523760461021084,2,0
1,story,64,0,0.4895190004303365,0.4441079461459897,0.5936519525249513,0.4516613195330104,1,2,0.8887099199582735,1,2,1,2,1.006184021111039,1,1
1,story,65,0,0.4764516860207704,0.43676981715651453,0.5565391259044221,0.4165588350811151,2,1,0.6803399599384647,2,1,2,1,1.200920566624518,1,1
1,story,66,1,0.5158432621570066,0.4595544305295891,0.5953247024505521,0.4365878014520295,2,1,0.7246966978882483,1,1,1,2,0.811865750600191,1,0
1,story,67,0,0.5274474753523636,0.3934686182141378,0.5935552628151299,0.3874663505950091,1,2,0.7981563956745958,2,1,1,2,1.2072525510102423,2,0
1,story,68,1,0.5875620529671679,0.4502656777843529,0.5834674478882786,0.4581458803577682,2,1,0.7252424443049676,2,2,1,2,1.157880430606383,1,1
1,story,69,0,0.5552919556338907,0.4320419327510479,0.5917022528276068,0.4298577499174199,2,1,0.6355131146392523,2,1,1,2,1.3761120977005703,2,0
1,story,70,1,0.5584959594178182,0.42821028156592694,0.5767550692080308,0.4346052579543153,2,1,0.6256411616350306,2,2,2,1,0.8779381332697085,1,0
1,story,71,1,0.5715921769291744,0.4443047795051605,0.5793827708758718,0.4115623327924833,2,1,0.6246054187104164,2,2,2,1,0.6418921097601924,2,0
1,story,72,1,0.5670549334655768,0.4605453564169225,0.5166096288752855,0.4131234249210339,2,1,0.5763814451038343,1,1,2,1,1.417266078650755,1,0
1,story,73,0,0.5980206567778817,0.4690747568981127,0.5542617445529311,0.3981960934299205,1,2,0.6988896124657913,2,1,1,2,1.7460208878337653,2,0
1,story,74,1,0.6014778925220071,0.4703045560899762,0.5333833051346457,0.39659514178660427,1,2,1.145693198902336,2,2,2,1,0.8381712703530866,1,0
1,story,75,1,0.6187020709063424,0.5231920625287984,0.4977044930666192,0.4327025082546838,2,1,0.7429796548995,1,1,2,1,1.011073137553467,1,1
1,story,76,1,0.6757873815638845,0.5310025390276506,0.5145227954471239,0.4940725958065399,1,2,0.9505944296497546,1,1,1,2,0.8256866053461636,1,0
1,story,77,1,0.655889977307792,0.5208783197784022,0.5242515670886849,0.4786736645938188,1,2,0.6506153132650071,2,2,1,2,1.050126100270063,2,1
1,story,78,1,0.6049011969574807,0.5609212913556058,0.5357835043460283,0.4918580815101685,1,2,0.7058691998627182,2,2,1,2,1.1841684720093326,2,1
1,story,79,0,0.5505684914760639,0.5199154090401992,0.5405515123672741,0.4992663242036819,2,1,0.6971134504638029,2,1,2,1,1.0901608641061102,2,0
1,story,80,1,0.5671420597562854,0.5551417826005115,0.5549859101492132,0.5415972664488372,1,2,0.9714476081935572,2,2,1,2,0.6342013343210056,2,1
1,story,81,1,0.579984866859371,0.5964794157090841,0.6125223696095408,0.4897807434916164,1,2,1.0966573860641802,2,2,1,2,0.5730066167607221,2,0
1,story,82,1,0.5715681556430607,0.5581464841022741,0.5868425261755714,0.4936769039268435,1,2,0.8686010780520519,1,1,2,1,0.8986701687654204,1,1
1,story,83,0,0.6021377579452729,0.5532733405409633,0.6012358407524627,0.4996448313435852,2,1,0.5900980324504417,1,2,1,2,1.296359892489818,1,1
1,story,84,1,0.6527667404503018,0.5781258660834704,0.5645223676035995,0.5101033489662572,1,2,1.0789225862772582,2,2,1,2,1.0058591648785296,1,1
1,story,85,1,0.6375459713874887,0.5651123295405656,0.5750931965233363,0.5261064710486302,2,1,0.8724851893584855,2,2,1,2,1.0259228041541064,1,1
1,story,86,1,0.6705989190478263,0.5961370506517688,0.5700840739131432,0.5710186174357987,2,1,0.7123681326274891,2,2,2,1,1.2286520786738038,1,1
1,story,87,1,0.6961118528757196,0.6476498800036322,0.5435262653781694,0.6026915344552457,1,2,0.8370041384514479,2,2,1,2,0.76184964339609,1,1
1,story,88,0,0.6571367767542271,0.6625077796219719,0.5030101765193749,0.596283995981832,2,1,0.6470361690353457,2,1,2,1,1.1897995142826403,1,1
1,story,89,0,0.6428124039453955,0.6688935527374598,0.4641562330256421,0.5827809844429557,1,2,0.6265117642860787,1,2,1,2,1.164332051286692,1,1
1,story,90,1,0.6692290239355055,0.6748238943303737,0.4473385696864223,0.5981225299427395,2,1,0.5858526014562813,2,2,1,2,0.5521865868122404,1,0
1,story,91,1,0.6471530216750551,0.6777810475049063,0.42860059331742417,0.5447882067270147,2,1,0.6242670016881675,1,1,2,1,0.8865477274985096,1,1
1,story,92,1,0.6071559714525929,0.7126036039378703,0.4132937220276261,0.5719773645105548,2,1,0.7761113744581962,1,1,2,1,0.6984650090962532,1,1
1,story,93,0,0.6438229120819485,0.7314348679465698,0.4135363753195642,0.5782971797557208,2,1,0.5823391517151322,1,2,2,1,1.5766737554431531,2,0
1,story,94,1,0.6720803084196659,0.7312213415661794,0.4206676469224848,0.5716785926299743,2,1,0.8930496737730209,1,1,1,2,0.9851096510328716,1,0
1,story,95,1,0.6946755376963228,0.7272276819958319,0.4179955972197118,0.5437295972693059,2,1,0.6546268959873487,1,1,2,1,1.1869535567084313,2,1
1,story,96,1,0.6742312959000981,0.7111709793746491,0.4504701628708537,0.6130060104081017,1,2,0.8638716775694775,1,1,1,2,0.5479712909054797,2,1
1,story,97,1,0.6906137419592824,0.7422185413374508,0.4350510368715257,0.5936689332493938,2,1,0.4930591361899133,1,1,2,1,0.6091069436961334,2,1
1,story,98,1,0.6965577039075602,0.6981356299387937,0.4050309572935018,0.6111143127294182,2,1,0.6888181651893319,1,1,2,1,0.8399670201606568,2,1
1,story,99,1,0.6993699496927889,0.7038831181562134,0.3557253939708014,0.5756209705901734,2,1,0.6873373270354932,1,1,1,2,0.8349450079867893,2,0
1,story,100,0,0.7231470341673354,0.7174972917238767,0.3300123399653199,0.6088490826120587,2,1,0.9156832332291742,2,1,2,1,0.8750014690858734,2,1
1,story,101,1,0.6863879867496254,0.7083472748435728,0.3587410894861953,0.6162635675290217,1,2,0.7161256765712096,1,1,2,1,0.5329061584361625,2,1
1,story,102,1,0.6771177464379394,0.7222292012655415,0.3439786082089093,0.6376776641493302,2,1,0.6589289809435286,1,1,1,2,0.5482361783160741,2,0
1,story,103,0,0.6314256521732411,0.7445853840458786,0.3460974289039713,0.608389387291133,2,1,0.6587804149667136,1,2,1,2,1.1164724108757582,2,1
1,story,104,1,0.618572830713807,0.7351088911995398,0.3900058078975536,0.5792960325617531,2,1,0.7100371836831982,2,2,1,2,0.925889685693619,2,1
1,story,105,1,0.6186271386775558,0.7427532904230275,0.3853179738551837,0.572001435416027,2,1,0.7722296739593729,2,2,2,1,0.5829279913068603,2,0
1,story,106,1,0.6040136839312498,0.7420608562604669,0.3795762258381799,0.5904159231144589,2,1,0.5198914172560762,1,1,1,2,0.7518176730836785,1,1
1,story,107,0,0.6537324792919592,0.7455701601397982,0.3652251357045184,0.5859480110522597,2,1,0.5254709285309218,1,2,1,2,1.2369997989990225,1,0
1,story,108,1,0.6004361867376278,0.7057159643276563,0.3801027815704367,0.5804238476543027,2,1,0.8041632224776549,1,1,2,1,0.9480284270293852,1,0
1,story,109,1,0.611687471628896,0.6675021615050579,0.3795157000440483,0.5442538890780884,2,1,0.5251168412651168,1,1,2,1,0.6132652842898096,2,1
1,story,110,1,0.6251715962609697,0.6620629722386457,0.3636581779488179,0.5392427669136362,1,2,0.8396313152970833,1,1,1,2,0.9871669733920498,2,1
1,story,111,1,0.6484175246276566,0.6843231957747756,0.3647029157483488,0.5553603784671817,2,1,0.7323067112947683,1,1,2,1,0.5069260976179066,2,1
1,story,112,1,0.6581417396146647,0.7246524151010111,0.3775610353549469,0.5616344166435638,1,2,0.7398880963701231,1,1,1,2,0.6100739786243139,2,0
1,story,113,0,0.6585168383611857,0.7262031934409217,0.3779797031312439,0.5445358211581182,2,1,0.6265648020380468,1,2,2,1,0.8617402228965148,2,0
1,story,114,1,0.6572181561475094,0.698316094421636,0.35435982657985177,0.5519152822448183,2,1,0.6565269131942841,1,1,1,2,0.6182146709052176,1,1
1,story,115,0,0.6851490888248614,0.7007459767506258,0.3778467019343984,0.5729608734055234,1,2,0.7684410908777863,1,2,2,1,1.356491444196763,1,0
1,story,116,0,0.7046906808166502,0.6766021111284668,0.42371008564237417,0.6153560934998659,1,2,1.1678717185523055,1,2,1,2,1.094875498397414,1,1
1,story,117,1,0.7266426460211827,0.6907466075782762,0.432197404815299,0.5844681739959348,1,2,0.8391675363145623,2,2,2,1,0.6752269398029966,1,0
1,story,118,0,0.7259076658736285,0.6572726386623575,0.4416970628869361,0.5846260427897578,2,1,0.691494763576884,1,2,2,1,1.0772998118663963,2,1
1,story,119,1,0.7417328422398165,0.6823811493088159,0.4676442108933206,0.6089437382870214,1,2,0.9736676600196006,2,2,2,1,0.5939541181251116,2,0
1,story,120,1,0.7173957755439777,0.6902790130664652,0.4691195043006306,0.6224417478189812,2,1,0.5245442746199842,1,1,2,1,0.6132857761494961,1,0
1,story,121,1,0.7247197226690613,0.6851279297340339,0.4666196154704138,0.6060430627550759,2,1,0.5648357893924185,1,1,1,2,0.6002870065640309,2,1
1,story,122,0,0.7495691380758807,0.6612067574993064,0.4719577142650013,0.6405243200988643,2,1,0.6141166004854313,1,2,1,2,1.4568644864330054,1,1
1,story,123,1,0.7349349150851129,0.6559217078932855,0.4488118061825244,0.6721066531506834,2,1,0.6843036278723957,2,2,1,2,0.5524746782402872,1,0
1,story,124,1,0.7206546629528372,0.7028781623307541,0.4079382261782254,0.6602734930664567,1,2,1.1319329156804088,1,1,2,1,0.4997593713342212,2,1
1,story,125,0,0.7286165321754321,0.6938513290710939,0.3990689804636265,0.6652757927365442,2,1,0.5017654640460023,1,2,2,1,1.2038087133196314,2,1
1,story,126,0,0.6988443909081183,0.6827810620763202,0.3969348879566472,0.6459604012106306,1,2,0.6734233548731936,2,1,2,1,1.1498762502669706,2,1
1,story,127,0,0.7076948261378991,0.6702530719771156,0.3777484974661136,0.6732183881620141,2,1,0.8227041358295537,1,2,2,1,0.9212428553482824,2,1
1,story,128,1,0.7469662639161428,0.6314979674973205,0.3874010854798389,0.6862112164319534,2,1,0.6919091210165789,2,2,2,1,0.5490871931606307,2,1
1,story,129,1,0.7480822073401961,0.5856110166505568,0.3950765696346617,0.6807415358430762,1,2,1.155268924006123,1,1,1,2,0.7166864905302646,2,1
1,story,130,1,0.7469828083108179,0.6194589314638871,0.3852725336755269,0.6877238202010371,2,1,0.9721355922192744,1,1,1,2,1.4760195528497206,2,1
1,story,131,1,0.6882244630191523,0.6421591418992856,0.414627826372378,0.6875886993019531,1,2,0.7253063306889089,1,1,2,1,0.8401616928204021,2,0
1,story,132,0,0.6956347980065154,0.6473900746543301,0.40196155422135815,0.6844776855099926,1,2,0.5881407585784473,2,1,2,1,1.1480877328795032,1,1
1,story,133,1,0.7401499863797387,0.6598361701434081,0.4270619471422826,0.6850386334846534,2,1,0.5787545831708485,1,1,1,2,0.7438794885838433,1,1
1,story,134,1,0.7364464284370715,0.6381347666103623,0.4447692323565921,0.7166488927774015,1,2,0.7179060574844698,1,1,1,2,1.1900526490098855,1,1
1,story,135,0,0.7423708153295252,0.6367261305262872,0.4596269814703667,0.7460780277972275,1,2,1.1563272682451498,1,2,2,1,1.0799947926570894,2,1
1,story,136,0,0.7464867679278469,0.6009318745491488,0.4735245951428053,0.7329064043760245,1,2,0.6157140614232048,2,1,2,1,0.9509219980409398,1,1
1,story,137,1,0.7422449101302399,0.5541268237591526,0.4837229908994593,0.706703065182229,2,1,1.0313890075040035,1,1,2,1,1.033642810627498,1,1
1,story,138,1,0.7100133587708624,0.5715276440936303,0.4114279619289072,0.7015865931663212,2,1,0.7439298141780455,1,1,2,1,0.7004840598947341,1,1
1,story,139,1,0.7164842862450091,0.5778801703756045,0.44763629483742734,0.7014640683010136,2,1,0.7585396054892044,1,1,2,1,0.6170948510889502,1,1
1,story,140,1,0.7273732769481353,0.655017802150989,0.47858622626865094,0.7139511824883821,1,2,0.9739346568867404,1,1,1,2,0.7347148060616746,1,1
1,story,141,1,0.7013335918640586,0.6078683673123004,0.4560994686362303,0.7261816715174295,2,1,0.9738403340652441,1,1,1,2,1.092538522434552,1,1
1,story,142,1,0.7284467538110534,0.6191936174639187,0.4525720686243342,0.7274328995600337,1,2,0.9264721969166204,1,1,2,1,0.6384729828405398,1,1
1,story,143,1,0.7265109783240544,0.6315519660929819,0.4544643973209054,0.7366442462731624,1,2,0.6699837360938545,1,1,2,1,0.5651865618010561,1,1
1,story,144,0,0.7303198697901321,0.6835837531898762,0.4715342381253978,0.718793818925521,2,1,0.8442471065036443,1,2,1,2,0.9807319270094011,2,1
1,story,145,0,0.7240545431166467,0.6806858909111769,0.4493779255989177,0.6782050222909146,1,2,0.6967183794795346,2,1,1,2,0.6989583204631344,1,1
1,story,146,1,0.7394821746647976,0.693647403830172,0.4853239875882285,0.7215660568242369,2,1,0.7279000575881582,2,2,1,2,1.1686145484354709,2,0
1,story,147,1,0.7383806950274696,0.6811769257066929,0.4328809231250461,0.7238018073354253,2,1,0.5767050959339031,1,1,1,2,0.5968296080836808,1,1
1,story,148,1,0.7483868172749449,0.6851440604908495,0.4623417278183201,0.7299101796857923,2,1,0.7053126048131162,1,1,1,2,0.6600466913032506,1,1
1,story,149,0,0.7383260623650284,0.6706518433285931,0.4203348669948843,0.7237189278652665,1,2,0.7309759458721601,1,2,2,1,1.1778015309228067,1,1
2,story,0,0,0.4133824512001532,0.5661648042117051,0.38083934629693617,0.4297508302957293,2,1,0.6637654623082199,1,2,2,1,0.8462716279450433,2,0
2,story,1,1,0.43351516515100974,0.5583165984016429,0.3935223111965756,0.4237625579040718,2,1,0.68908133819059,1,1,2,1,0.7905536778052921,1,1
2,story,2,1,0.417931898467748,0.5784897974674028,0.3842815805602609,0.4772556812594999,1,2,0.7801377896280428,1,1,1,2,0.9637351464202766,1,1
2,story,3,0,0.40489288476203905,0.5563482316478778,0.40305492527444176,0.4216265996758408,1,2,0.5950641153908691,1,2,1,2,0.948125176290432,2,1
2,story,4,1,0.37630688271854895,0.5591304787688526,0.3839730364035288,0.4540271489117658,1,2,0.8562743642100941,1,1,1,2,0.9164426625907254,1,0
2,story,5,1,0.3944872297011296,0.5718780529526558,0.3752387769109222,0.4791837083124904,2,1,0.8190265044036096,1,1,1,2,0.624950277122025,1,1
2,story,6,1,0.4106694035927832,0.6045597002433309,0.3852418850576231,0.5010484050018065,2,1,0.7859216150473003,1,1,1,2,0.7087619545854977,1,0
2,story,7,1,0.4086239264614973,0.5996404516070823,0.4065989105540836,0.5176484967379302,1,2,0.5982382431011501,1,1,2,1,0.8195110764486344,2,0
2,story,8,0,0.36731345496690215,0.5935211172809622,0.3912073418082458,0.4831465604955898,2,1,0.5241192119556217,1,2,2,1,0.6457642737809692,2,1
2,story,9,0,0.3657158927348527,0.5663273966273921,0.3872243936800246,0.485041984377368,1,2,0.8031383875081701,2,1,2,1,1.0140574109386762,1,0
2,story,10,1,0.3477170666849592,0.5841987535833467,0.4138235844503562,0.5284464618610194,1,2,0.6376630609042877,2,2,1,2,0.7606048351130994,2,0
2,story,11,1,0.29637881479266337,0.5857112471924688,0.4461459517394845,0.5264751558191969,2,1,0.8091093517582522,2,2,1,2,0.892676935093732,2,1
2,story,12,1,0.32214816059512524,0.5632352093843762,0.44067221686775904,0.5105511478849092,2,1,0.7822376018261821,2,2,2,1,0.6212951935754063,2,0
2,story,13,0,0.3262426059205339,0.577992720995406,0.46290502284165597,0.4535201523707686,2,1,0.7056257970725709,2,1,2,1,0.9945627279716972,1,0
2,story,14,1,0.3380756616282025,0.5715202356678457,0.4821711404731002,0.4635062460153058,2,1,0.5232944148851857,2,2,2,1,0.7459010267625672,2,0
2,story,15,1,0.3005629685264395,0.5855952659246436,0.4996644837135511,0.4507852057486992,2,1,0.6354981569384108,2,2,1,2,0.7319367332129332,2,1
2,story,16,1,0.34336774914708,0.5684819002024333,0.5150510516866917,0.4546089339543288,2,1,0.6208088134253558,2,2,2,1,0.6799941055787713,2,0
2,story,17,1,0.3031352738535109,0.5649216465260678,0.5091948951256844,0.4616829408353715,2,1,0.5907611276784337,2,2,2,1,0.7550066417711605,2,0
2,story,18,1,0.2991890094116512,0.5317490175791888,0.5397124529275453,0.4679166570950906,2,1,0.4912572113244096,2,2,2,1,0.7894715271731911,2,0
2,story,19,0,0.3218043134149192,0.574258106546959,0.5195266960180303,0.4997354320758962,1,2,0.8052846077257527,2,1,2,1,0.7692090024324898,1,0
2,story,20,1,0.3412160739097303,0.6029796939826534,0.5369024679210542,0.4889396342793784,1,2,0.6438314099113995,2,2,1,2,0.8686351702872344,2,1
2,story,21,1,0.3446269417619113,0.611092345528939,0.532640495311655,0.4760531637665992,2,1,0.9998993488411544,2,2,1,2,1.0944912475679305,2,0
2,story,22,1,0.3209883038205479,0.6053741042175096,0.5423150715026377,0.5026951260436145,2,1,0.8086133283832169,2,2,1,2,0.7131261165045544,2,0
2,story,23,0,0.2939663300574322,0.603189538704997,0.5696624683707395,0.5256478433173413,1,2,0.8799177432924807,2,1,1,2,0.9977127476199712,1,0
2,story,24,1,0.3378009253070628,0.6138254175580249,0.5346423878917501,0.4869636481796811,2,1,0.8855442636067892,2,2,2,1,0.8118787653779691,2,0
2,story,25,1,0.3739178993486237,0.6208467090044419,0.520061878051661,0.4537641121089204,2,1,0.5740753352829415,1,1,2,1,0.6216131186429266,2,0
2,story,26,1,0.3487001304166397,0.6287140464364366,0.5233012797631471,0.4773183472475032,2,1,0.6843853890677565,1,1,1,2,0.8258623453766631,2,0
2,story,27,1,0.35777764912335563,0.5933941062710117,0.5366926008395881,0.40953488057732595,2,1,0.5805010378521729,1,1,2,1,0.9515060306316628,2,1
2,story,28,1,0.37913725367604784,0.5877114950173001,0.5284783482929927,0.4246333198741649,2,1,0.6483887376775783,1,1,1,2,0.7763645765780893,2,1
